POSICIÓN,AREA,Á.LIQ.,GRUPO DE PERSONAL,CODIGO POSTAL,MOTIVO DE LA RENUNCIA,BANDA,BAJA,REGLAPHT,ALTA,AÑOS,MESES,ANTIGÜEDAD,CLAVE DE SEXO,LUGAR DE NACIMIENTO,NACIONALIDAD,EDAD,¿CUANTO TIEMPO TIENE VIVIENDO EN CD. JUAREZ?,ESTADO CIVIL,HIJOS,Distancia,TIEMPO VIVIENDO EN CD JUAREZ - CATEGORIA,TIENE HIJOS
POS1230,VS4,S5,Direct,32599,Vol Otro empleo,DNO,2022-09-13,JS011500,2020-11-19,2,22.1,663,Masculino,CHIHUAHUA,Mexican,25,10+ Years,Solter,0,13.59346846802786,10+ Años,No
POS538,VS9-ABS,S5,Direct,32599,Vol Insatisfacción personal,DO,2022-09-13,JT031800,2022-08-25,0,0.6333333333333334,19,Femenino,CHIHUAHUA,Mexican,29,10+ Years,Casad,4,13.59346846802786,10+ Años,No
POS538,VS9-ABS,S5,Direct,32590,Vol Insatisfacción personal,DO,2022-09-13,JT031800,2022-08-25,0,0.6333333333333334,19,Femenino,CHIHUAHUA,Mexican,26,10+ Years,Casad,2,7.6167347145514395,10+ Años,Sí
POS1323,VS1,S5,Direct,32500,Vol Prob personales y fam.,DO,2022-09-13,JF010600,2017-09-28,5,60.36666666666665,1811,Femenino,CHIHUAHUA,Mexican,25,10+ Years,Casad,1,11.616135671000698,10+ Años,Sí
POS1230,VS5,S5,Direct,32598,Vol Insatisfacción personal,DNO,2022-09-13,JF010600,2008-06-30,14,172.93333333333337,5188,Masculino,COAHUILA,Mexican,35,10+ Years,Solter,0,14.816703036317268,10+ Años,Sí
POS1323,VS9-ABS,S5,Direct,32575,Vol Prob personales y fam.,DO,2022-09-13,JT012324,2014-10-08,8,96.56666666666666,2897,Femenino,CHIHUAHUA,Mexican,39,10+ Years,Solter,3,6.025403146377438,10+ Años,No
POS2858,QMM,S6,Exempt,32652,Vol Otro empleo,E4,2022-09-14,ADMINIST,2021-12-09,1,9.3,279,Femenino,CHIHUAHUA,Mexican,30,,Casad,1,17.35378236195776,Menos de 1 Año,Sí
POS1230,VS7,S5,Direct,32573,Vol Otro empleo,DNO,2022-09-13,JS011500,2015-09-09,7,85.36666666666666,2561,Masculino,CHIHUAHUA,Mexican,26,10+ Years,Solter,0,3.2680676311965646,10+ Años,Sí
POS251,HSE,S6,Exempt,32050,Vol Otro empleo,E3,2022-09-20,ADMINIST,2015-04-06,7,90.8,2724,Femenino,TAMAULIPAS,Mexican,41,,Casad,2,31.108730589600686,Menos de 1 Año,No
POS1230,VS7,S5,Direct,32590,Vol Transferencia entre planta,DNO,2022-09-23,JF050600,2018-08-09,4,50.2,1506,Masculino,CHIHUAHUA,Mexican,24,,Solter,1,7.6167347145514395,Menos de 1 Año,Sí
POS2988,TEF,S5,Direct,32647,Vol Transferencia entre planta,DNO,2022-09-23,JF010600,2018-08-30,4,49.5,1485,Masculino,CHIHUAHUA,Mexican,25,,Solter,0,11.308465798744137,Menos de 1 Año,Sí
POS1323,VS9-ABS,S5,Direct,32598,Vol Transferencia entre planta,DO,2022-09-23,JT012324,2019-07-25,3,38.53333333333333,1156,Femenino,DURANGO,Mexican,45,10+ Years,U-Libr,1,14.816703036317268,10+ Años,No
POS750,TEF,S5,Direct,32550,Vol Transferencia entre planta,DNO,2022-09-23,ADMINIST,2021-02-11,1,19.633333333333326,589,Femenino,CHIHUAHUA,Mexican,23,,Solter,0,6.212976326401295,Menos de 1 Año,Sí
POS2062,VS4,S6,Exempt,32350,Vol Otro empleo,E3,2022-09-22,ADMINIST,2017-08-24,5,61.833333333333336,1855,Masculino,CHIHUAHUA,Mexican,34,,Solter,0,21.36717004776061,Menos de 1 Año,No
POS1559,MFS,S5,Direct,32720,Vol Transferencia entre planta,DNO,2022-09-23,JF010600,2014-09-03,8,98.06666666666666,2942,Masculino,CHIHUAHUA,Mexican,27,3-4 Years,Solter,0,22.597263960481488,4-6 Años,No
POS347,LOG,S5,Direct,32590,Vol No regreso   no dio razón,DNO,2022-09-19,JT012324,2018-04-12,4,54.03333333333333,1621,Masculino,CHIHUAHUA,Mexican,27,10+ Years,U-Libr,2,7.6167347145514395,10+ Años,No
POS538,VS5,S5,Direct,32575,Vol Otro empleo,DO,2022-09-20,JF060600,2019-10-17,3,35.63333333333333,1069,Femenino,CHIHUAHUA,Mexican,24,10+ Years,Solter,0,6.025403146377438,10+ Años,Sí
POS1559,MFS,S5,Direct,32575,Vol Otro empleo,DNO,2022-09-20,JS011500,2020-02-13,2,31.666666666666668,950,Masculino,CHIHUAHUA,Mexican,25,1-2 Years ,U-Libr,0,6.025403146377438,1-3 Años,No
POS1323,VS9-ABS,S5,Direct,32500,Imp.Tra Ausentismos continuos,DO,2022-09-20,JS011500,2020-12-29,2,21.0,630,Femenino,DURANGO,Mexican,44,10+ Years,Solter,3,11.616135671000698,10+ Años,No
POS1921,MFS,S5,Direct,32575,Vol Prob personales y fam.,DO,2022-09-20,JS011500,2021-02-04,1,19.766666666666666,593,Femenino,IXHUATLAN DEL SURESTE,Mexican,21,10+ Years,Solter,0,6.025403146377438,10+ Años,Sí
POS750,TEF,S5,Direct,32696,Vol Estudios,DNO,2022-09-20,ADMINIST,2022-09-01,0,0.6333333333333334,19,Femenino,CHIHUAHUA,Mexican,21,10+ Years,Casad,1,13.940636066402496,10+ Años,No
POS1323,VS5,S5,Direct,32590,Vol Otro empleo,DO,2022-09-20,JT012324,2016-12-14,6,70.2,2106,Masculino,PUEBLA,Mexican,35,10+ Years,U-Libr,1,7.6167347145514395,10+ Años,Sí
POS2803,VS7,S5,Direct,32280,Vol Cambio de domicilio,DNO,2022-09-21,JT012324,2012-08-15,10,122.96666666666668,3689,Masculino,CD JUAREZ CHIH,Mexican,50,10+ Years,Casad,2,11.177101187541354,10+ Años,Sí
POS2803,VS1,S5,Direct,32170,Vol Otro empleo,DNO,2022-09-20,JF010600,2012-09-12,10,122.0,3660,Masculino,ESTADO DE MEXICO,Mexican,33,10+ Years,Solter,0,19.344122420801575,10+ Años,Sí
POS1323,VS9-ABS,S5,Direct,32599,Vol Insatisfacción personal,DO,2022-09-20,JS011500,2014-05-21,8,101.46666666666668,3044,Femenino,VERACRUZ,Mexican,44,10+ Years,Casad,2,13.59346846802786,10+ Años,No
POS1559,MFS,S5,Direct,32599,Vol Otro empleo,DNO,2022-09-20,JF010600,2015-12-16,7,82.33333333333331,2470,Masculino,PUEBLA,Mexican,25,6 Years,Solter,0,13.59346846802786,10+ Años,Sí
POS1921,MFS,S5,Direct,32594,Imp.Tra Ausentismos continuos,DO,2022-09-20,JS011500,2016-01-06,6,81.63333333333333,2449,Masculino,VERACRUZ,Mexican,25,10+ Years,Solter,0,4.4579873551447315,10+ Años,No
POS1323,VS1,S5,Direct,32599,Vol Prob personales y fam.,DO,2022-09-27,JS011500,2019-10-24,3,35.63333333333333,1069,Femenino,CHIHUAHUA,Mexican,21,10+ Years,Solter,0,13.59346846802786,10+ Años,No
POS1323,VS1,S5,Direct,32540,Vol Transferencia entre planta,DO,2022-09-30,JF010600,2020-12-15,2,21.8,654,Femenino,CHIHUAHUA,Mexican,20,,Solter,0,2.6942229076486908,Menos de 1 Año,No
POS1323,VS4,S5,Direct,32599,Vol Estudios,DO,2022-09-27,JS011500,2021-01-26,1,20.3,609,Femenino,CHIHUAHUA,Mexican,21,10+ Years,Solter,0,13.59346846802786,10+ Años,No
POS1921,MFS,S5,Direct,32575,Vol Cambio de domicilio,DO,2022-09-27,JF010600,2021-01-28,1,20.233333333333324,607,Femenino,CDMX,Mexican,35,10+ Years,Casad,1,6.025403146377438,10+ Años,No
POS2939,VS7,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-09-30,JF010600,2022-07-21,0,2.3666666666666667,71,Femenino,CHIHUAHUA,Mexican,22,,U-Libr,0,6.025403146377438,Menos de 1 Año,Sí
POS1661,MFS,S5,Direct,32590,Vol Otro empleo,DO,2022-09-27,JS011500,2022-07-28,0,2.033333333333333,61,Masculino,TIERRA BLANCA,Mexican,29,10+ Years,Solter,0,7.6167347145514395,10+ Años,No
POS2939,VS1,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-09-28,JT012324,2022-09-01,0,0.9,27,Masculino,VERACRUZ,Mexican,37,10+ Years,U-Libr,1,6.025403146377438,10+ Años,No
POS2939,VS9-ABS,S5,Direct,32583,Vol No regreso   no dio razón,DO,2022-09-28,JT012324,2022-09-08,0,0.6666666666666666,20,Masculino,CHIHUAHUA,Mexican,47,10+ Years,Casad,2,9.366780562752464,10+ Años,Sí
POS347,LOG,S5,Direct,32575,Imp.Tra Ausentismos continuos,DNO,2022-09-27,JS011500,2022-09-08,0,0.6333333333333334,19,Masculino,CHIHUAHUA,Mexican,39,10+ Years,U-Libr,2,6.025403146377438,10+ Años,Sí
POS1380,MFS,S5,Direct,32575,Vol Prob personales y fam.,DO,2022-09-27,JT031800,2022-09-14,0,0.43333333333333335,13,Femenino,MICHOACAN,Mexican,44,10+ Years,U-Libr,0,6.025403146377438,10+ Años,Sí
POS1380,MFS,S5,Direct,32575,Vol Insatisfacción personal,DO,2022-09-27,JT031800,2022-09-14,0,0.43333333333333335,13,Masculino,MICHOACAN,Mexican,47,10+ Years,Solter,2,6.025403146377438,10+ Años,No
POS1921,MFS,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-09-27,JS011500,2017-01-18,5,69.26666666666668,2078,Femenino,CHIHUAHUA,Mexican,26,10+ Years,Solter,0,6.025403146377438,10+ Años,Sí
POS1323,VS1,S5,Direct,32674,Vol Cambio de domicilio,DO,2022-09-27,JT012324,2017-08-24,5,62.0,1860,Femenino,HIDALGO,Mexican,36,10+ Years,U-Libr,3,12.782753425564334,10+ Años,No
POS1323,VS7,S5,Direct,32575,Vol Prob personales y fam.,DO,2022-09-27,JF010600,2017-09-07,5,61.53333333333333,1846,Femenino,ESTADO DE MEXICO,Mexican,27,10+ Years,Casad,0,6.025403146377438,10+ Años,Sí
POS2003,VS7,S5,Direct,32590,Vol Otro empleo,DO,2022-09-27,JF010600,2016-01-13,6,81.63333333333333,2449,Masculino,CHIHUAHUA,Mexican,30,10+ Years,Solter,0,7.6167347145514395,10+ Años,No
POS750,TEF,S5,Direct,32546,Vol Otro empleo,DNO,2022-09-27,ADMINIST,2016-08-10,6,74.63333333333333,2239,Femenino,SINALOA,Mexican,34,10+ Years,Casad,0,4.239045606125979,10+ Años,No
POS1380,MFS,S5,Direct,32587,Vol Otro empleo,DO,2022-10-04,JT031800,2017-12-28,5,58.03333333333333,1741,Femenino,CHIHUAHUA,Mexican,23,10+ Years,Solter,0,5.66534680905694,10+ Años,No
POS1230,VS7,S5,Direct,32695,Vol Transferencia entre planta,DNO,2022-10-07,JF010600,2016-11-30,6,71.23333333333332,2137,Masculino,CHIHUAHUA,Mexican,34,,Casad,2,14.766084763351962,Menos de 1 Año,No
POS2915,TEF,S5,Direct,32230,Vol Razones médicas,DNO,2022-10-04,JT012324,1995-09-25,27,329.03333333333336,9871,Masculino,CHIHUAHUA,Mexican,47,10+ Years,U-Libr,2,16.436061255880027,10+ Años,Sí
POS538,VS1,S5,Direct,32594,Imp.Tra Ausentismos continuos,DO,2022-10-04,JF060600,2017-07-20,5,63.4,1902,Femenino,CHIHUAHUA,Mexican,23,,Solter,0,4.4579873551447315,Menos de 1 Año,Sí
POS1520,TEF,S6,Exempt,32598,Vol Otro empleo,E3,2022-10-06,ADMINIST,2013-07-15,9,112.33333333333331,3370,Femenino,CHIHUAHUA,Mexican,33,,Solter,0,14.816703036317268,Menos de 1 Año,No
POS2821,VS4,S6,Exempt,32422,Imp.Pat Pensionado IMSS,E4,2022-10-07,ADMINIST,2013-08-19,9,111.2,3336,Masculino,COAHUILA,Mexican,53,,Casad,3,7.096108678554284,Menos de 1 Año,No
POS2003,VS7,S5,Direct,32550,Vol Otro empleo,DO,2022-10-04,JF010600,2013-11-11,9,108.3,3249,Masculino,CHIHUAHUA,Mexican,28,,Solter,0,6.212976326401295,Menos de 1 Año,Sí
POS347,LOG,S5,Direct,32599,Vol Otro empleo,DNO,2022-10-04,JS011500,2014-11-12,8,96.1,2883,Masculino,PUEBLA,Mexican,26,10+ Years,U-Libr,0,13.59346846802786,10+ Años,No
POS1323,VS9-ABS,S5,Direct,32594,Vol Insatisfacción personal,DO,2022-10-04,JT012324,2016-01-27,6,81.4,2442,Masculino,CHIHUAHUA,Mexican,30,10+ Years,Solter,0,4.4579873551447315,10+ Años,No
POS907,VS5,S6,Exempt,32403,Vol Transferencia entre planta,E4,2022-10-07,ADMINIST,2016-04-20,6,78.7,2361,Femenino,CHIHUAHUA,Mexican,28,,Solter,0,31.108730589600686,Menos de 1 Año,No
POS347,LOG,S5,Direct,32584,Vol Insatisfacción personal,DNO,2022-10-11,JT021800,2018-02-15,4,56.63333333333333,1699,Masculino,CHIHUAHUA,Mexican,33,10+ Years,Casad,2,4.874712011839221,10+ Años,No
POS1921,MFS,S5,Direct,32575,Vol Cambio de domicilio,DO,2022-10-11,JS011500,2020-01-16,2,33.3,999,Femenino,DURANGO,Mexican,36,10+ Years,Casad,2,6.025403146377438,10+ Años,Sí
POS1323,VS7,S5,Direct,32600,Vol Transferencia entre planta,DO,2022-10-14,JT012324,2020-02-13,2,32.466666666666654,974,Masculino,CHIHUAHUA,Mexican,22,10+ Years,Solter,0,18.460211302745325,10+ Años,Sí
POS1380,MFS,S5,Direct,32599,Imp.Tra Ausentismos continuos,DO,2022-10-11,JF060600,2020-12-08,2,22.4,672,Femenino,CHIHUAHUA,Mexican,22,10+ Years,Solter,0,13.59346846802786,10+ Años,No
POS1230,VS4,S5,Direct,32576,Vol Otro empleo,DNO,2022-10-11,JF010600,2020-12-15,2,22.166666666666668,665,Masculino,OAXACA,Mexican,24,10+ Years,Solter,0,6.376805488828198,10+ Años,No
POS1323,VS1,S5,Direct,32599,Vol Razones médicas,DO,2022-10-11,JT012324,2020-12-29,2,21.7,651,Femenino,CHIHUAHUA,Mexican,27,10+ Years,Solter,0,13.59346846802786,10+ Años,No
POS1921,MFS,S5,Direct,32599,Vol No regreso   no dio razón,DO,2022-10-11,JS011500,2021-01-21,1,20.933333333333323,628,Masculino,OAXACA,Mexican,31,10+ Years,Solter,0,13.59346846802786,10+ Años,No
POS514,LOG,S6,Exempt,32350,Vol Transferencia entre planta,E3,2022-10-12,ADMINIST,2022-08-04,0,2.3,69,Femenino,CHIHUAHUA,Mexican,28,,Solter,0,21.36717004776061,Menos de 1 Año,No
POS2939,VS9-ABS,S5,Direct,32590,Vol No regreso   no dio razón,DO,2022-10-12,JT012324,2022-09-22,0,0.6666666666666666,20,Femenino,DURANGO,Mexican,29,10+ Years,Solter,2,7.6167347145514395,10+ Años,No
POS347,LOG,S5,Direct,32599,Vol Prob personales y fam.,DNO,2022-10-11,JF010600,2017-04-12,5,66.93333333333334,2008,Femenino,CHIHUAHUA,Mexican,26,,Solter,1,13.59346846802786,Menos de 1 Año,Sí
POS1559,MFS,S5,Direct,32600,Vol Transferencia entre planta,DNO,2022-10-21,JT012324,2019-02-21,3,44.6,1338,Masculino,COAHUILA,Mexican,47,3-4 Years,U-Libr,1,18.460211302745325,4-6 Años,Sí
POS1921,MFS,S5,Direct,32575,Vol Prob personales y fam.,DO,2022-10-19,JF010600,2020-12-17,2,22.366666666666667,671,Femenino,DURANGO,Mexican,29,5-6 Years,Solter,0,6.025403146377438,4-6 Años,Sí
POS1323,VS4,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-10-21,JF010600,2021-01-26,1,21.1,633,Femenino,VERACRUZ,Mexican,36,,U-Libr,3,6.025403146377438,Menos de 1 Año,No
POS581,LOG,S6,Exempt,32540,Imp.Tra Bajo desempeño,E3,2022-10-21,JF010600,2021-07-22,1,15.2,456,Masculino,CHIHUAHUA,Mexican,46,,Casad,2,2.6942229076486908,Menos de 1 Año,Sí
POS538,VS7,S5,Direct,32599,Vol Prob personales y fam.,DO,2022-10-19,JT031800,2022-08-11,0,2.3,69,Femenino,CHIHUAHUA,Mexican,30,10+ Years,U-Libr,2,13.59346846802786,10+ Años,Sí
POS2939,VS7,S5,Direct,32575,Imp.Tra Ausentismos continuos,DO,2022-10-19,JS011500,2022-08-18,0,2.066666666666667,62,Masculino,DURANGO,Mexican,30,10+ Years,U-Libr,3,6.025403146377438,10+ Años,Sí
POS538,VS9-ABS,S5,Direct,32690,Vol No regreso   no dio razón,DO,2022-10-19,JT031800,2022-08-25,0,1.8333333333333333,55,Femenino,CHIHUAHUA,Mexican,27,,Casad,3,5.169751139513358,Menos de 1 Año,Sí
POS538,VS5,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-10-19,JT031800,2022-08-25,0,1.8333333333333333,55,Femenino,CHIHUAHUA,Mexican,33,,Sep,2,6.025403146377438,Menos de 1 Año,Sí
POS1380,MFS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-10-19,JT031800,2022-09-08,0,1.3666666666666667,41,Masculino,VERACRUZ,Mexican,41,,Casad,3,6.025403146377438,Menos de 1 Año,Sí
POS538,VS9-ABS,S5,Direct,32576,Vol No regreso   no dio razón,DO,2022-10-17,JF060600,2022-09-08,0,1.3,39,Femenino,OAXACA,Mexican,34,,Casad,4,6.376805488828198,Menos de 1 Año,Sí
POS1380,MFS,S5,Direct,32599,Vol No regreso   no dio razón,DO,2022-10-19,JT031800,2022-09-14,0,1.1666666666666667,35,Masculino,COAHUILA,Mexican,30,,U-Libr,2,13.59346846802786,Menos de 1 Año,Sí
POS538,VS9-ABS,S5,Direct,32575,Vol Razones médicas,DO,2022-10-19,JT031800,2022-09-14,0,1.1666666666666667,35,Femenino,COAHUILA,Mexican,42,10+ Years,Sep,2,6.025403146377438,10+ Años,Sí
POS1380,MFS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-10-19,JT031800,2022-09-14,0,1.1666666666666667,35,Femenino,DURANGO,Mexican,22,,U-Libr,1,6.025403146377438,Menos de 1 Año,Sí
POS538,VS1-HOUS,S5,Direct,32599,Vol No regreso   no dio razón,DO,2022-10-19,JT031800,2022-09-22,0,0.9,27,Femenino,DURANGO,Mexican,37,,U-Libr,2,13.59346846802786,Menos de 1 Año,Sí
POS2939,VS9-ABS,S5,Direct,32695,Vol No regreso   no dio razón,DO,2022-10-20,JF010600,2022-10-03,0,0.5666666666666667,17,Femenino,JALISCO,Mexican,48,,Casad,0,14.766084763351962,Menos de 1 Año,Sí
POS2939,VS9-ABS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-10-17,JS011500,2022-10-03,0,0.4666666666666668,14,Femenino,CHIHUAHUA,Mexican,25,10+ Years,Casad,0,6.025403146377438,10+ Años,No
POS2456,MFS,S5,Direct,32599,Imp.Tra LFT y Reglamento Int.,DNO,2022-10-20,JF010600,2017-08-03,5,63.466666666666654,1904,Femenino,CHIHUAHUA,Mexican,23,10+ Years,Solter,0,13.59346846802786,10+ Años,No
POS538,VS7,S5,Direct,32599,Vol Prob personales y fam.,DO,2022-10-19,JT031800,2017-08-03,5,63.43333333333333,1903,Femenino,VERACRUZ,Mexican,28,10+ Years,U-Libr,2,13.59346846802786,10+ Años,No
POS1667,VS9-ABS,S6,Managers,32448,Vol Transferencia entre planta,SL1,2022-10-21,ADMINIST,2014-10-27,8,97.2,2916,Masculino,DURANGO,Mexican,54,,Casad,1,,Menos de 1 Año,Sí
POS1745,MFS,S5,Direct,32599,Vol Transferencia entre planta,DNO,2022-10-21,ADMINIST,2015-01-14,7,94.56666666666666,2837,Masculino,CHIHUAHUA,Mexican,31,7-8 Years,Casad,0,13.59346846802786,7-9 Años,Sí
POS2622,VS7,S6,Exempt,32696,Vol Cambio de domicilio,E4,2022-10-21,ADMINIST,2016-04-20,6,79.16666666666667,2375,Femenino,CHIHUAHUA,Mexican,29,,Casad,0,13.940636066402496,Menos de 1 Año,No
POS538,VS9-ABS,S5,Direct,32599,Vol No regreso   no dio razón,DO,2022-10-19,JT031800,2016-10-12,6,73.26666666666668,2198,Femenino,CHIHUAHUA,Mexican,32,,Solter,1,13.59346846802786,Menos de 1 Año,No
POS343,VS4,S6,Exempt,32573,Vol Otro empleo,E3,2022-10-28,ADMINIST,2015-10-28,7,85.23333333333332,2557,Femenino,CHIHUAHUA,Mexican,30,,Casad,1,3.2680676311965646,Menos de 1 Año,Sí
POS1323,VS5,S5,Direct,32600,Vol Insatisfacción personal,DO,2022-10-25,JF010600,2021-01-19,1,21.46666666666666,644,Masculino,CHIHUAHUA,Mexican,25,,Solter,0,18.460211302745325,Menos de 1 Año,Sí
POS538,VS1-HOUS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-10-24,JF060600,2022-09-14,0,1.3333333333333333,40,Masculino,CHIHUAHUA,Mexican,19,,Solter,1,6.025403146377438,Menos de 1 Año,No
POS2939,VS5,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-10-24,JS011500,2022-09-14,0,1.3333333333333333,40,Femenino,CHIHUAHUA,Mexican,31,10+ Years,Casad,3,6.025403146377438,10+ Años,Sí
POS2939,VS9-ABS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-10-24,JF010600,2022-09-22,0,1.0666666666666667,32,Masculino,COAHUILA,Mexican,38,,Casad,4,6.025403146377438,Menos de 1 Año,Sí
POS2939,VS9-ABS,S5,Direct,32574,Vol No regreso   no dio razón,DO,2022-10-27,JT012324,2022-09-29,0,0.9333333333333333,28,Femenino,CHIHUAHUA,Mexican,26,10+ Years,Solter,1,4.268086649052308,10+ Años,Sí
POS2939,VS9-ABS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-10-24,JF010600,2022-10-03,0,0.7000000000000001,21,Masculino,VERACRUZ,Mexican,26,,Solter,1,6.025403146377438,Menos de 1 Año,Sí
POS2939,VS1-HOUS,S5,Direct,32546,Vol No regreso   no dio razón,DO,2022-10-20,JS011500,2022-10-06,0,0.4666666666666668,14,Femenino,SAN LUIS POTOSI,Mexican,39,10+ Years,Casad,3,4.239045606125979,10+ Años,Sí
POS2939,VS9-ABS,S5,Direct,32690,Vol No regreso   no dio razón,DO,2022-10-27,JT012324,2022-10-11,0,0.5333333333333333,16,Masculino,CAMPECHE,Mexican,34,10+ Years,Sep,3,5.169751139513358,10+ Años,Sí
POS2939,VS4,S5,Direct,32600,Vol Transferencia entre planta,DO,2022-10-24,JS011500,2022-10-13,0,0.36666666666666675,11,Femenino,CHIHUAHUA,Mexican,20,10+ Years,U-Libr,0,18.460211302745325,10+ Años,Sí
POS1323,VS5,S5,Direct,32599,Vol Transferencia entre planta,DO,2022-10-28,JF010600,2018-01-11,4,58.36666666666665,1751,Femenino,CHIHUAHUA,Mexican,26,,U-Libr,2,13.59346846802786,Menos de 1 Año,No
POS1380,MFS,S5,Direct,32575,Vol Otro empleo,DO,2022-10-25,JF060600,2016-12-21,6,71.13333333333333,2134,Femenino,CHIHUAHUA,Mexican,27,10+ Years,Solter,0,6.025403146377438,10+ Años,Sí
POS347,LOG,S5,Direct,32575,Imp.Tra Jubilación,DNO,2022-10-21,JF010600,1994-05-04,28,346.5666666666667,10397,Masculino,CHIHUAHUA,Mexican,55,,U-Libr,6,6.025403146377438,Menos de 1 Año,No
POS1323,VS4,S5,Direct,32170,Imp.Tra Jubilación,DO,2022-10-28,JF010600,1995-08-28,27,330.7666666666667,9923,Femenino,CHIHUAHUA,Mexican,57,,Casad,4,19.344122420801575,Menos de 1 Año,Sí
POS1230,VS5,S5,Direct,32425,Vol Transferencia entre planta,DNO,2022-10-28,JF010600,2009-09-07,13,159.96666666666664,4799,Masculino,CHIHUAHUA,Mexican,31,,Solter,1,14.937596259270165,Menos de 1 Año,Sí
POS2803,VS7,S5,Direct,32695,Vol Otro empleo,DNO,2022-10-25,JF010600,2013-11-06,9,109.16666666666667,3275,Masculino,CHIHUAHUA,Mexican,37,,Casad,3,14.766084763351962,Menos de 1 Año,Sí
POS1230,TEF,S5,Direct,32583,Vol Otro empleo,DNO,2022-10-25,ADMINIST,2015-12-09,7,83.73333333333332,2512,Masculino,CHIHUAHUA,Mexican,26,10+ Years,Solter,0,9.366780562752464,10+ Años,Sí
POS2939,VS9-ABS,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-10-04,JS011500,2022-09-22,0,0.4,12,Femenino,CHIHUAHUA,Mexican,47,10+ Years,U-Libr,2,6.025403146377438,10+ Años,No
POS1559,MFS,S5,Direct,32575,Vol Transferencia entre planta,DNO,2022-11-04,ADMINIST,2019-09-12,3,38.3,1149,Masculino,CHIHUAHUA,Mexican,24,10+ Years,Casad,1,6.025403146377438,10+ Años,Sí
POS1323,VS9-ABS,S5,Direct,32500,Imp.Tra Ausentismos continuos,DO,2022-11-02,JS011500,2020-11-26,2,23.533333333333324,706,Femenino,GUANAJUATO,Mexican,33,10+ Years,Solter,3,11.616135671000698,10+ Años,Sí
POS1323,VS1,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-11-04,JT012324,2021-01-19,1,21.8,654,Femenino,OAXACA,Mexican,35,10+ Years,U-Libr,3,6.025403146377438,10+ Años,Sí
POS2858,QMM,S6,Exempt,32590,Vol Otro empleo,E3,2022-11-04,ADMINIST,2021-10-14,1,12.86666666666667,386,Masculino,CHIHUAHUA,Mexican,24,,U-Libr,2,7.6167347145514395,Menos de 1 Año,Sí
POS538,VS9-ABS,S5,Direct,32575,Vol Prob personales y fam.,DO,2022-11-02,JT031800,2022-08-25,0,2.3,69,Femenino,CHIHUAHUA,Mexican,34,,Solter,3,6.025403146377438,Menos de 1 Año,Sí
POS538,VS5,S5,Direct,32575,Imp.Tra Ausentismos continuos,DO,2022-11-02,JT031800,2022-09-01,0,2.066666666666667,62,Femenino,VERACRUZ,Mexican,29,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS2939,VS1,S5,Direct,32575,Imp.Tra Ausentismos continuos,DO,2022-11-02,JF010600,2022-09-01,0,2.066666666666667,62,Masculino,CHIHUAHUA,Mexican,35,,Solter,2,6.025403146377438,Menos de 1 Año,No
POS538,VS9-ABS,S5,Direct,32575,Vol Otro empleo,DO,2022-11-02,JT031800,2022-09-01,0,2.066666666666667,62,Femenino,OAXACA,Mexican,25,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS538,VS9-ABS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-11-02,JT031800,2022-09-14,0,1.6333333333333333,49,Masculino,CHIHUAHUA,Mexican,21,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS1380,MFS,S5,Direct,32583,Vol No regreso   no dio razón,DO,2022-11-02,JT031800,2022-09-22,0,1.3666666666666667,41,Femenino,CHIHUAHUA,Mexican,25,10+ Years,Solter,1,9.366780562752464,10+ Años,No
POS538,VS9-ABS,S5,Direct,32576,Vol No regreso   no dio razón,DO,2022-11-02,JT031800,2022-09-22,0,1.3666666666666667,41,Femenino,PUEBLA,Mexican,28,,Solter,3,6.376805488828198,Menos de 1 Año,Sí
POS2939,VS9-ABS,S5,Direct,32599,Vol No regreso   no dio razón,DO,2022-11-02,JS011500,2022-10-03,0,1.0,30,Masculino,VERACRUZ,Mexican,35,10+ Years,Casad,2,13.59346846802786,10+ Años,Sí
POS538,VS9-ABS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-11-02,JT031800,2022-10-03,0,1.0,30,Femenino,VERACRUZ,Mexican,25,,Solter,2,6.025403146377438,Menos de 1 Año,Sí
POS2939,VS9-ABS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-11-02,JT012324,2022-10-13,0,0.6666666666666666,20,Femenino,COAHUILA,Mexican,26,5-6 Years,Casad,2,6.025403146377438,4-6 Años,Sí
