POSICIÓN,AREA,Á.LIQ.,GRUPO DE PERSONAL,CODIGO POSTAL,MOTIVO DE LA RENUNCIA,BANDA,BAJA,REGLAPHT,ALTA,AÑOS,MESES,ANTIGÜEDAD,SEXO,LUGAR DE NACIMIENTO,NACIONALIDAD,EDAD,¿CUANTO TIEMPO TIENE VIVIENDO EN CD. JUAREZ?,ESTADO CIVIL,HIJOS,Distancia,TIEMPO VIVIENDO EN CD JUAREZ - CATEGORIA,TIENE HIJOS,TIPO DE RENUNCIA,Latitud,Longitud
POS101,MFS,S6,Exempt,32699,OTRO EMPLEO,E3,2022-09-02,ADMINIST,2005-02-14,17,213.63333333333333,6409,M,ZACATECAS,Mexican,44,,Casad,3,7522.064631144397,Menos de 1 Año,Sí,VOLUNTARIA,31.6344,-106.4243
POS1230,MFS,S5,Direct,32675,TRA JUBILACIÓN,DNO,2022-09-02,JF010600,2006-01-18,16,202.36666666666665,6071,M,CHIHUAHUA,Mexican,62,,Casad,4,17022.35915862236,Menos de 1 Año,Sí,DESPIDO,31.59873333,-106.5153524
POS1323,VS7,S5,Direct,32584,INSATISFACCIÓN PERSONAL,DO,2022-08-30,JF010600,2006-10-11,16,193.4,5802,F,CHIHUAHUA,Mexican,38,10+ Years,Soltero,3,4874.712011839221,10+ Años,Sí,VOLUNTARIA,31.6469,-106.4003
POS1230,VS4,S5,Direct,32599,OTRO EMPLEO,DNO,2022-08-16,JF010600,2010-10-20,12,143.93333333333337,4318,M,CHIHUAHUA,Mexican,30,10+ Years,U-Libr,0,13593.46846802786,10+ Años,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS1667,VS7,S6,Managers,32472,PAT TERMINACIÓN DEL CONTRATO,SL1,2022-09-02,ADMINIST,2015-12-02,7,82.2,2466,M,ESTADO DE MEXICO,Mexican,50,,Casad,2,5701.427952235059,Menos de 1 Año,No,DESPIDO,31.67891579,-106.4105737
POS1323,VS1,S5,Direct,32590,CAMBIO DE DOMICILIO,DO,2022-08-30,JS011500,2016-10-05,6,71.83333333333331,2155,M,OAXACA,Mexican,35,6-7 Years,Casad,2,7616.7347145514395,7-9 Años,Sí,VOLUNTARIA,31.60245833,-106.3884333
POS538,VS9-ABS,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2022-09-06,JT031800,2019-10-24,3,34.93333333333333,1048,F,SONORA,Mexican,32,10+ Years,U-Libr,2,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS538,VS1,S5,Direct,32575,TRA AUSENTISMOS CONTINUOS,DO,2022-09-06,JF060600,2020-01-30,2,31.666666666666668,950,F,CHIHUAHUA,Mexican,25,,U-Libr,2,6025.403146377439,Menos de 1 Año,Sí,DESPIDO,31.61535,-106.3810634
POS1323,VS7,S5,Direct,32575,ESTUDIOS,DO,2022-09-06,JS011500,2020-03-05,2,30.5,915,M,CHIHUAHUA,Mexican,21,10+ Years,Soltero,0,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS2338,CTG,S6,Exempt,32538,OTRO EMPLEO,E3,2022-09-05,ADMINIST,2020-07-02,2,26.5,795,F,CHIHUAHUA,Mexican,25,,Soltero,0,7595.804650162557,Menos de 1 Año,No,VOLUNTARIA,31.7065,-106.4159231
POS1380,MFS,S5,Direct,32575,OTRO EMPLEO,DO,2022-09-06,JF060600,2020-12-22,2,20.766666666666666,623,M,CHIHUAHUA,Mexican,36,10+ Years,U-Libr,1,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS1921,MFS,S5,Direct,32599,PROB PERSONALES Y FAM ,DO,2022-09-06,JF010600,2021-01-05,1,20.3,609,F,CHIHUAHUA,Mexican,19,10+ Years,Soltero,0,13593.46846802786,10+ Años,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS1380,MFS,S5,Direct,32575,CAMBIO DE DOMICILIO,DO,2022-09-06,JT031800,2021-01-14,1,20.0,600,F,OAXACA,Mexican,45,10+ Years,U-Libr,2,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS2939,VS9-ABS,S5,Direct,32575,CAMBIO DE DOMICILIO,DO,2022-09-06,JS011500,2022-08-11,0,0.8666666666666667,26,F,VERACRUZ,Mexican,25,3-4 Years,Casad,0,6025.403146377439,4-6 Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS5,S5,Direct,32599,RAZONES MÉDICAS,DO,2022-09-06,JF010600,2016-11-30,6,70.2,2106,F,CHIHUAHUA,Mexican,46,10+ Years,U-Libr,3,13593.46846802786,10+ Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS1559,MFS,S5,Direct,32600,OTRO EMPLEO,DNO,2022-09-06,JT021800,2017-06-29,5,63.16666666666665,1895,M,CHIHUAHUA,Mexican,23,10+ Years,Soltero,0,18460.21130274533,10+ Años,Sí,VOLUNTARIA,31.5523,-106.49715
POS1230,VS4,S5,Direct,32599,TRANSFERENCIA ENTRE PLANTA,DNO,2022-09-09,JT012324,2008-02-05,14,177.66666666666663,5330,M,CHIHUAHUA,Mexican,39,10+ Years,Casad,1,13593.46846802786,10+ Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS1559,MFS,S5,Direct,32590,OTRO EMPLEO,DNO,2022-09-06,JF010600,2009-08-14,13,159.03333333333336,4771,M,CHIHUAHUA,Mexican,35,10+ Years,Casad,3,7616.7347145514395,10+ Años,Sí,VOLUNTARIA,31.60245833,-106.3884333
POS1323,VS7,S5,Direct,32599,TRA AUSENTISMOS CONTINUOS,DO,2022-09-08,JF010600,2009-11-11,13,156.13333333333335,4684,F,GUERRERO,Mexican,49,,Sep,3,13593.46846802786,Menos de 1 Año,Sí,DESPIDO,31.55363333,-106.4151273
POS723,LOG,S6,Exempt,32500,TRANSFERENCIA ENTRE PLANTA,E4,2022-09-05,ADMINIST,2012-03-28,10,127.1,3813,M,CHIHUAHUA,Mexican,32,,Soltero,1,11616.135671000697,Menos de 1 Año,Sí,VOLUNTARIA,31.6284,-106.4681333
POS1230,VS4,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DNO,2022-09-09,JT012324,2013-03-06,9,115.8,3474,M,COAHUILA,Mexican,39,10+ Years,Casad,3,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS347,LOG,S5,Direct,32599,TRA LFT Y REGLAMENTO INT ,DNO,2022-09-08,JS011500,2014-09-24,8,96.86666666666666,2906,M,CDMX,Mexican,38,10+ Years,U-Libr,2,13593.46846802786,10+ Años,Sí,DESPIDO,31.55363333,-106.4151273
POS1921,MFS,S5,Direct,32599,PROB PERSONALES Y FAM ,DO,2022-09-06,JF010600,2015-01-14,7,93.06666666666666,2792,F,CHIHUAHUA,Mexican,30,10+ Years,Soltero,0,13593.46846802786,10+ Años,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS2003,VS5,S5,Direct,32599,OTRO EMPLEO,DO,2022-09-06,JF050600,2016-10-26,6,71.36666666666666,2141,F,CHIHUAHUA,Mexican,32,10+ Years,Soltero,2,13593.46846802786,10+ Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS1921,MFS,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DO,2022-09-16,JT012324,2020-01-09,2,32.7,981,F,CHIHUAHUA,Mexican,25,10+ Years,Soltero,0,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1111,VS7,S5,Direct,32230,OTRO EMPLEO,DNO,2022-09-13,JF010600,2020-01-13,2,32.466666666666654,974,F,CHIHUAHUA,Mexican,31,10+ Years,Soltero,0,16436.061255880024,10+ Años,No,VOLUNTARIA,31.62426667,-106.5199
POS1230,VS4,S5,Direct,32599,OTRO EMPLEO,DNO,2022-09-13,JS011500,2020-11-19,2,22.1,663,M,CHIHUAHUA,Mexican,25,10+ Years,Soltero,0,13593.46846802786,10+ Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS538,VS9-ABS,S5,Direct,32599,INSATISFACCIÓN PERSONAL,DO,2022-09-13,JT031800,2022-08-25,0,0.6333333333333334,19,F,CHIHUAHUA,Mexican,29,10+ Years,Casad,4,13593.46846802786,10+ Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS538,VS9-ABS,S5,Direct,32590,INSATISFACCIÓN PERSONAL,DO,2022-09-13,JT031800,2022-08-25,0,0.6333333333333334,19,F,CHIHUAHUA,Mexican,26,10+ Years,Casad,2,7616.7347145514395,10+ Años,Sí,VOLUNTARIA,31.60245833,-106.3884333
POS1323,VS1,S5,Direct,32500,PROB PERSONALES Y FAM ,DO,2022-09-13,JF010600,2017-09-28,5,60.36666666666665,1811,F,CHIHUAHUA,Mexican,25,10+ Years,Casad,1,11616.135671000697,10+ Años,Sí,VOLUNTARIA,31.6284,-106.4681333
POS1230,VS5,S5,Direct,32598,INSATISFACCIÓN PERSONAL,DNO,2022-09-13,JF010600,2008-06-30,14,172.93333333333337,5188,M,COAHUILA,Mexican,35,10+ Years,Soltero,0,14816.703036317265,10+ Años,Sí,VOLUNTARIA,31.55193333,-106.4378667
POS1323,VS9-ABS,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2022-09-13,JT012324,2014-10-08,8,96.56666666666666,2897,F,CHIHUAHUA,Mexican,39,10+ Years,Soltero,3,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS2858,QMM,S6,Exempt,32652,OTRO EMPLEO,E4,2022-09-14,ADMINIST,2021-12-09,1,9.3,279,F,CHIHUAHUA,Mexican,30,,Casad,1,17353.782361957758,Menos de 1 Año,Sí,VOLUNTARIA,31.56515,-106.4947
POS1230,VS7,S5,Direct,32573,OTRO EMPLEO,DNO,2022-09-13,JS011500,2015-09-09,7,85.36666666666666,2561,M,CHIHUAHUA,Mexican,26,10+ Years,Soltero,0,3268.0676311965644,10+ Años,Sí,VOLUNTARIA,31.64207,-106.37589
POS251,HSE,S6,Exempt,32050,OTRO EMPLEO,E3,2022-09-20,ADMINIST,2015-04-06,7,90.8,2724,F,TAMAULIPAS,Mexican,41,,Casad,2,31108.730589600687,Menos de 1 Año,No,VOLUNTARIA,31.4496,-106.5642
POS1230,VS7,S5,Direct,32590,TRANSFERENCIA ENTRE PLANTA,DNO,2022-09-23,JF050600,2018-08-09,4,50.2,1506,M,CHIHUAHUA,Mexican,24,,Soltero,1,7616.7347145514395,Menos de 1 Año,Sí,VOLUNTARIA,31.60245833,-106.3884333
POS2988,TEF,S5,Direct,32647,TRANSFERENCIA ENTRE PLANTA,DNO,2022-09-23,JF010600,2018-08-30,4,49.5,1485,M,CHIHUAHUA,Mexican,25,,Soltero,0,11308.465798744137,Menos de 1 Año,Sí,VOLUNTARIA,31.6859,-106.4695
POS1323,VS9-ABS,S5,Direct,32598,TRANSFERENCIA ENTRE PLANTA,DO,2022-09-23,JT012324,2019-07-25,3,38.53333333333333,1156,F,DURANGO,Mexican,45,10+ Years,U-Libr,1,14816.703036317265,10+ Años,No,VOLUNTARIA,31.55193333,-106.4378667
POS750,TEF,S5,Direct,32550,TRANSFERENCIA ENTRE PLANTA,DNO,2022-09-23,ADMINIST,2021-02-11,1,19.63333333333333,589,F,CHIHUAHUA,Mexican,23,,Soltero,0,6212.976326401295,Menos de 1 Año,Sí,VOLUNTARIA,31.62068,-106.3944
POS2062,VS4,S6,Exempt,32350,OTRO EMPLEO,E3,2022-09-22,ADMINIST,2017-08-24,5,61.833333333333336,1855,M,CHIHUAHUA,Mexican,34,,Soltero,0,21367.17004776061,Menos de 1 Año,No,VOLUNTARIA,31.54188889,-106.5270889
POS1559,MFS,S5,Direct,32720,TRANSFERENCIA ENTRE PLANTA,DNO,2022-09-23,JF010600,2014-09-03,8,98.06666666666666,2942,M,CHIHUAHUA,Mexican,27,3-4 Years,Soltero,0,22597.263960481483,4-6 Años,No,VOLUNTARIA,31.4892,-106.2308
POS347,LOG,S5,Direct,32590,NO REGRESO   NO DIO RAZÓN,DNO,2022-09-19,JT012324,2018-04-12,4,54.03333333333333,1621,M,CHIHUAHUA,Mexican,27,10+ Years,U-Libr,2,7616.7347145514395,10+ Años,No,VOLUNTARIA,31.60245833,-106.3884333
POS538,VS5,S5,Direct,32575,OTRO EMPLEO,DO,2022-09-20,JF060600,2019-10-17,3,35.63333333333333,1069,F,CHIHUAHUA,Mexican,24,10+ Years,Soltero,0,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1559,MFS,S5,Direct,32575,OTRO EMPLEO,DNO,2022-09-20,JS011500,2020-02-13,2,31.666666666666668,950,M,CHIHUAHUA,Mexican,25,1-2 Years ,U-Libr,0,6025.403146377439,1-3 Años,No,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS9-ABS,S5,Direct,32500,TRA AUSENTISMOS CONTINUOS,DO,2022-09-20,JS011500,2020-12-29,2,21.0,630,F,DURANGO,Mexican,44,10+ Years,Soltero,3,11616.135671000697,10+ Años,No,DESPIDO,31.6284,-106.4681333
POS1921,MFS,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2022-09-20,JS011500,2021-02-04,1,19.766666666666666,593,F,OAXACA,Mexican,21,10+ Years,Soltero,0,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS750,TEF,S5,Direct,32696,ESTUDIOS,DNO,2022-09-20,ADMINIST,2022-09-01,0,0.6333333333333334,19,F,CHIHUAHUA,Mexican,21,10+ Years,Casad,1,13940.636066402494,10+ Años,No,VOLUNTARIA,31.58021875,-106.46245
POS1323,VS5,S5,Direct,32590,OTRO EMPLEO,DO,2022-09-20,JT012324,2016-12-14,6,70.2,2106,M,PUEBLA,Mexican,35,10+ Years,U-Libr,1,7616.7347145514395,10+ Años,Sí,VOLUNTARIA,31.60245833,-106.3884333
POS2803,VS7,S5,Direct,32280,CAMBIO DE DOMICILIO,DNO,2022-09-21,JT012324,2012-08-15,10,122.96666666666668,3689,M,CHIHUAHUA,Mexican,50,10+ Years,Casad,2,11177.101187541355,10+ Años,Sí,VOLUNTARIA,31.6944,-106.465425
POS2803,VS1,S5,Direct,32170,OTRO EMPLEO,DNO,2022-09-20,JF010600,2012-09-12,10,122.0,3660,M,ESTADO DE MEXICO,Mexican,33,10+ Years,Soltero,0,19344.122420801574,10+ Años,Sí,VOLUNTARIA,31.5932,-106.5393
POS1323,VS9-ABS,S5,Direct,32599,INSATISFACCIÓN PERSONAL,DO,2022-09-20,JS011500,2014-05-21,8,101.46666666666668,3044,F,VERACRUZ,Mexican,44,10+ Years,Casad,2,13593.46846802786,10+ Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS1559,MFS,S5,Direct,32599,OTRO EMPLEO,DNO,2022-09-20,JF010600,2015-12-16,7,82.33333333333331,2470,M,PUEBLA,Mexican,25,6 Years,Soltero,0,13593.46846802786,4-6 Años,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS1921,MFS,S5,Direct,32594,TRA AUSENTISMOS CONTINUOS,DO,2022-09-20,JS011500,2016-01-06,6,81.63333333333333,2449,M,VERACRUZ,Mexican,25,10+ Years,Soltero,0,4457.987355144733,10+ Años,No,DESPIDO,31.6436,-106.3934333
POS1323,VS1,S5,Direct,32599,PROB PERSONALES Y FAM ,DO,2022-09-27,JS011500,2019-10-24,3,35.63333333333333,1069,F,CHIHUAHUA,Mexican,21,10+ Years,Soltero,0,13593.46846802786,10+ Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS1323,VS1,S5,Direct,32540,TRANSFERENCIA ENTRE PLANTA,DO,2022-09-30,JF010600,2020-12-15,2,21.8,654,F,CHIHUAHUA,Mexican,20,,Soltero,0,2694.2229076486906,Menos de 1 Año,No,VOLUNTARIA,31.6829,-106.371
POS1323,VS4,S5,Direct,32599,ESTUDIOS,DO,2022-09-27,JS011500,2021-01-26,1,20.3,609,F,CHIHUAHUA,Mexican,21,10+ Years,Soltero,0,13593.46846802786,10+ Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS1921,MFS,S5,Direct,32575,CAMBIO DE DOMICILIO,DO,2022-09-27,JF010600,2021-01-28,1,20.233333333333324,607,F,CDMX,Mexican,35,10+ Years,Casad,1,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS2939,VS7,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DO,2022-09-30,JF010600,2022-07-21,0,2.3666666666666667,71,F,CHIHUAHUA,Mexican,22,,U-Libr,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1661,MFS,S5,Direct,32590,OTRO EMPLEO,DO,2022-09-27,JS011500,2022-07-28,0,2.033333333333333,61,M,VERACRUZ,Mexican,29,10+ Years,Soltero,0,7616.7347145514395,10+ Años,No,VOLUNTARIA,31.60245833,-106.3884333
POS2939,VS1,S5,Direct,32575,NO REGRESO   NO DIO RAZÓN,DO,2022-09-28,JT012324,2022-09-01,0,0.9,27,M,VERACRUZ,Mexican,37,10+ Years,U-Libr,1,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS2939,VS9-ABS,S5,Direct,32583,NO REGRESO   NO DIO RAZÓN,DO,2022-09-28,JT012324,2022-09-08,0,0.6666666666666666,20,M,CHIHUAHUA,Mexican,47,10+ Years,Casad,2,9366.780562752461,10+ Años,Sí,VOLUNTARIA,31.60454,-106.42302
POS347,LOG,S5,Direct,32575,TRA AUSENTISMOS CONTINUOS,DNO,2022-09-27,JS011500,2022-09-08,0,0.6333333333333334,19,M,CHIHUAHUA,Mexican,39,10+ Years,U-Libr,2,6025.403146377439,10+ Años,Sí,DESPIDO,31.61535,-106.3810634
POS1380,MFS,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2022-09-27,JT031800,2022-09-14,0,0.4333333333333333,13,F,MICHOACAN,Mexican,44,10+ Years,U-Libr,0,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1380,MFS,S5,Direct,32575,INSATISFACCIÓN PERSONAL,DO,2022-09-27,JT031800,2022-09-14,0,0.4333333333333333,13,M,MICHOACAN,Mexican,47,10+ Years,Soltero,2,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS1921,MFS,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DO,2022-09-27,JS011500,2017-01-18,5,69.26666666666668,2078,F,CHIHUAHUA,Mexican,26,10+ Years,Soltero,0,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS1,S5,Direct,32674,CAMBIO DE DOMICILIO,DO,2022-09-27,JT012324,2017-08-24,5,62.0,1860,F,HIDALGO,Mexican,36,10+ Years,U-Libr,3,12782.753425564333,10+ Años,No,VOLUNTARIA,31.60151,-106.466155
POS1323,VS7,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2022-09-27,JF010600,2017-09-07,5,61.53333333333333,1846,F,ESTADO DE MEXICO,Mexican,27,10+ Years,Casad,0,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS2003,VS7,S5,Direct,32590,OTRO EMPLEO,DO,2022-09-27,JF010600,2016-01-13,6,81.63333333333333,2449,M,CHIHUAHUA,Mexican,30,10+ Years,Soltero,0,7616.7347145514395,10+ Años,No,VOLUNTARIA,31.60245833,-106.3884333
POS750,TEF,S5,Direct,32546,OTRO EMPLEO,DNO,2022-09-27,ADMINIST,2016-08-10,6,74.63333333333333,2239,F,SINALOA,Mexican,34,10+ Years,Casad,0,4239.045606125978,10+ Años,No,VOLUNTARIA,31.6963,-106.3771
POS1380,MFS,S5,Direct,32587,OTRO EMPLEO,DO,2022-10-04,JT031800,2017-12-28,5,58.03333333333333,1741,F,CHIHUAHUA,Mexican,23,10+ Years,Soltero,0,5665.346809056942,10+ Años,No,VOLUNTARIA,31.631,-106.3985
POS1230,VS7,S5,Direct,32695,TRANSFERENCIA ENTRE PLANTA,DNO,2022-10-07,JF010600,2016-11-30,6,71.23333333333332,2137,M,CHIHUAHUA,Mexican,34,,Casad,2,14766.084763351962,Menos de 1 Año,No,VOLUNTARIA,31.568878,-106.461794
POS2915,TEF,S5,Direct,32230,RAZONES MÉDICAS,DNO,2022-10-04,JT012324,1995-09-25,27,329.03333333333336,9871,M,CHIHUAHUA,Mexican,47,10+ Years,U-Libr,2,16436.061255880024,10+ Años,Sí,VOLUNTARIA,31.62426667,-106.5199
POS538,VS1,S5,Direct,32594,TRA AUSENTISMOS CONTINUOS,DO,2022-10-04,JF060600,2017-07-20,5,63.4,1902,F,CHIHUAHUA,Mexican,23,,Soltero,0,4457.987355144733,Menos de 1 Año,Sí,DESPIDO,31.6436,-106.3934333
POS1520,TEF,S6,Exempt,32598,OTRO EMPLEO,E3,2022-10-06,ADMINIST,2013-07-15,9,112.33333333333331,3370,F,CHIHUAHUA,Mexican,33,,Soltero,0,14816.703036317265,Menos de 1 Año,No,VOLUNTARIA,31.55193333,-106.4378667
POS2821,VS4,S6,Exempt,32422,PAT PENSIONADO IMSS,E4,2022-10-07,ADMINIST,2013-08-19,9,111.2,3336,M,COAHUILA,Mexican,53,,Casad,3,7096.108678554284,Menos de 1 Año,No,DESPIDO,31.67866667,-106.4258667
POS2003,VS7,S5,Direct,32550,OTRO EMPLEO,DO,2022-10-04,JF010600,2013-11-11,9,108.3,3249,M,CHIHUAHUA,Mexican,28,,Soltero,0,6212.976326401295,Menos de 1 Año,Sí,VOLUNTARIA,31.62068,-106.3944
POS347,LOG,S5,Direct,32599,OTRO EMPLEO,DNO,2022-10-04,JS011500,2014-11-12,8,96.1,2883,M,PUEBLA,Mexican,26,10+ Years,U-Libr,0,13593.46846802786,10+ Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS1323,VS9-ABS,S5,Direct,32594,INSATISFACCIÓN PERSONAL,DO,2022-10-04,JT012324,2016-01-27,6,81.4,2442,M,CHIHUAHUA,Mexican,30,10+ Years,Soltero,0,4457.987355144733,10+ Años,No,VOLUNTARIA,31.6436,-106.3934333
POS907,VS5,S6,Exempt,32403,TRANSFERENCIA ENTRE PLANTA,E4,2022-10-07,ADMINIST,2016-04-20,6,78.7,2361,F,CHIHUAHUA,Mexican,28,,Soltero,0,31108.730589600687,Menos de 1 Año,No,VOLUNTARIA,31.4496,-106.5642
POS347,LOG,S5,Direct,32584,INSATISFACCIÓN PERSONAL,DNO,2022-10-11,JT021800,2018-02-15,4,56.63333333333333,1699,M,CHIHUAHUA,Mexican,33,10+ Years,Casad,2,4874.712011839221,10+ Años,No,VOLUNTARIA,31.6469,-106.4003
POS1921,MFS,S5,Direct,32575,CAMBIO DE DOMICILIO,DO,2022-10-11,JS011500,2020-01-16,2,33.3,999,F,DURANGO,Mexican,36,10+ Years,Casad,2,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS7,S5,Direct,32600,TRANSFERENCIA ENTRE PLANTA,DO,2022-10-14,JT012324,2020-02-13,2,32.466666666666654,974,M,CHIHUAHUA,Mexican,22,10+ Years,Soltero,0,18460.21130274533,10+ Años,Sí,VOLUNTARIA,31.5523,-106.49715
POS1380,MFS,S5,Direct,32599,TRA AUSENTISMOS CONTINUOS,DO,2022-10-11,JF060600,2020-12-08,2,22.4,672,F,CHIHUAHUA,Mexican,22,10+ Years,Soltero,0,13593.46846802786,10+ Años,No,DESPIDO,31.55363333,-106.4151273
POS1230,VS4,S5,Direct,32576,OTRO EMPLEO,DNO,2022-10-11,JF010600,2020-12-15,2,22.166666666666668,665,M,OAXACA,Mexican,24,10+ Years,Soltero,0,6376.805488828199,10+ Años,No,VOLUNTARIA,31.61711429,-106.3917643
POS1323,VS1,S5,Direct,32599,RAZONES MÉDICAS,DO,2022-10-11,JT012324,2020-12-29,2,21.7,651,F,CHIHUAHUA,Mexican,27,10+ Years,Soltero,0,13593.46846802786,10+ Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS1921,MFS,S5,Direct,32599,NO REGRESO   NO DIO RAZÓN,DO,2022-10-11,JS011500,2021-01-21,1,20.933333333333323,628,M,OAXACA,Mexican,31,10+ Years,Soltero,0,13593.46846802786,10+ Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS514,LOG,S6,Exempt,32350,TRANSFERENCIA ENTRE PLANTA,E3,2022-10-12,ADMINIST,2022-08-04,0,2.3,69,F,CHIHUAHUA,Mexican,28,,Soltero,0,21367.17004776061,Menos de 1 Año,No,VOLUNTARIA,31.54188889,-106.5270889
POS2939,VS9-ABS,S5,Direct,32590,NO REGRESO   NO DIO RAZÓN,DO,2022-10-12,JT012324,2022-09-22,0,0.6666666666666666,20,F,DURANGO,Mexican,29,10+ Years,Soltero,2,7616.7347145514395,10+ Años,No,VOLUNTARIA,31.60245833,-106.3884333
POS347,LOG,S5,Direct,32599,PROB PERSONALES Y FAM ,DNO,2022-10-11,JF010600,2017-04-12,5,66.93333333333334,2008,F,CHIHUAHUA,Mexican,26,,Soltero,1,13593.46846802786,Menos de 1 Año,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS1559,MFS,S5,Direct,32600,TRANSFERENCIA ENTRE PLANTA,DNO,2022-10-21,JT012324,2019-02-21,3,44.6,1338,M,COAHUILA,Mexican,47,3-4 Years,U-Libr,1,18460.21130274533,4-6 Años,Sí,VOLUNTARIA,31.5523,-106.49715
POS1921,MFS,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2022-10-19,JF010600,2020-12-17,2,22.366666666666667,671,F,DURANGO,Mexican,29,5-6 Years,Soltero,0,6025.403146377439,4-6 Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS4,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DO,2022-10-21,JF010600,2021-01-26,1,21.1,633,F,VERACRUZ,Mexican,36,,U-Libr,3,6025.403146377439,Menos de 1 Año,No,VOLUNTARIA,31.61535,-106.3810634
POS581,LOG,S6,Exempt,32540,TRA BAJO DESEMPEÑO,E3,2022-10-21,JF010600,2021-07-22,1,15.2,456,M,CHIHUAHUA,Mexican,46,,Casad,2,2694.2229076486906,Menos de 1 Año,Sí,DESPIDO,31.6829,-106.371
POS538,VS7,S5,Direct,32599,PROB PERSONALES Y FAM ,DO,2022-10-19,JT031800,2022-08-11,0,2.3,69,F,CHIHUAHUA,Mexican,30,10+ Years,U-Libr,2,13593.46846802786,10+ Años,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS2939,VS7,S5,Direct,32575,TRA AUSENTISMOS CONTINUOS,DO,2022-10-19,JS011500,2022-08-18,0,2.066666666666667,62,M,DURANGO,Mexican,30,10+ Years,U-Libr,3,6025.403146377439,10+ Años,Sí,DESPIDO,31.61535,-106.3810634
POS538,VS9-ABS,S5,Direct,32690,NO REGRESO   NO DIO RAZÓN,DO,2022-10-19,JT031800,2022-08-25,0,1.8333333333333333,55,F,CHIHUAHUA,Mexican,27,,Casad,3,5169.751139513358,Menos de 1 Año,Sí,VOLUNTARIA,31.6622,-106.4074667
POS538,VS5,S5,Direct,32575,NO REGRESO   NO DIO RAZÓN,DO,2022-10-19,JT031800,2022-08-25,0,1.8333333333333333,55,F,CHIHUAHUA,Mexican,33,,Sep,2,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1380,MFS,S5,Direct,32575,NO REGRESO   NO DIO RAZÓN,DO,2022-10-19,JT031800,2022-09-08,0,1.3666666666666667,41,M,VERACRUZ,Mexican,41,,Casad,3,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
